стимул,ассоциация,частота,часть речи стимула,граммемы стимула,лемма,часть речи ассоциации,граммемы ассоциации,эпидигматика и формальная связь,RuWordNet,сем.группа стимула_НКРЯ,сем.группа ассоциации_НКРЯ,общая ЛСГ,FB_точные примеры,FB_констр стимула,FB_констр ассоциации,FB_ пересечение,FB_ ролевая связь,синтаксическая разметка,устойчивость,концептуальная частота,Dice Score,Delta P,PMI,Wu Palmer,косинусное сходство_Sentence‑BERT ,тип связи																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																		
"анализ,ситуации,4,S,""S,муж,неод=(вин,ед|им,ед)"",ситуация,S,""S,жен,неод=(пр,ед|вин,мн|дат,ед|род,ед|им,мн)"", ,,непредметные имена: ментальная сфера,, , ,,, ,, ,нет,7.0,0.01670644391408115,0.01335631088981001,4.355610978408483,0.0,0.6237253546714783,синтагматический";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"анализ,аудитории,2,S,""S,муж,неод=(вин,ед|им,ед)"",аудитория,S,""S,жен,неод=(пр,ед|вин,мн|дат,ед|род,ед|им,мн)"", ,,непредметные имена: ментальная сфера,""предметные имена: части, предметные имена: множества и совокупности объектов, предметные имена: вместилища"", , ,,, ,,атрибутивное,нет,2.0,0.007648183556405353,0.003963502794434255,6.368435018766066,0.0,0.3789036870002747,синтаксический";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"анализ,диагноз,2,S,""S,муж,неод=(вин,ед|им,ед)"",диагноз,S,""S,муж,неод=(вин,ед|им,ед)"", ,,непредметные имена: ментальная сфера,, , ,,99i4_ставить диагноз кому-л., ,, ,нет,2.0,0.007662835249042145,0.003965526123417431,6.429835563430209,0.0,0.4893693923950195,парадигматический";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"анализ,думать,2,S,""S,муж,неод=(вин,ед|им,ед)"",думать,V,""V,несов,нп=инф / V,несов,пе=инф"", ,,непредметные имена: ментальная сфера,глаголы: ментальная сфера, , ,,""1.1_спортсмен должен уметь думать."; 1.2_надо думать своей головой, а не повторять, что говорят другие.; 1.3_он думал о будущем.; 2.1_нельзя думать только о себе.; 3.1_а вы как думаете?; 3.2_пусть думают, что я убит.; 3.3_я думаю, вы забыли меня.; 3.4_не думаю, чтобы ему было настолько плохо.; 3.5_как вы думаете, почему он уехал?; 4.1_мы думаем остаться дома.; 5.1_если происходит воровство, все почему-то думают на меня.; 99i2_не долго думая; 99i3_много о себе думать; 99i4_я думаю!; 99i7_о его существовании я и думать забыл.;" 99i1_думать думу"", ,,актантное,нет,3.0,0.007326007326007326,0.005370628760429394,3.216431925321016,0.0,0.5368914008140564,синтагматический";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"анализ,исследования,2,S,""S,муж,неод=(вин,ед|им,ед)"",исследование,S,""S,сред,неод=(вин,мн|род,ед|им,мн)"", ,гипероним,непредметные имена: ментальная сфера,""непредметные имена: ментальная сфера, непредметные имена: отглагольные"",непредметные имена: ментальная сфера, ,,, ,, ,нет,14.0,0.04745762711864407,0.02790031589274435,7.25295780134613,0.9090909090909091,0.8605455160140991,парадигматический";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"анализ,кала,2,S,""S,муж,неод=(вин,ед|им,ед)"",кал,S,""S,муж,неод=род,ед"", ,,непредметные имена: ментальная сфера,предметные имена: вещества_материалы, , ,,, ,,атрибутивное,нет,2.0,0.007952286282306162,0.004003969374097776,8.953397519487222,0.0,0.5521271824836731,синтаксический";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"анализ,моча,2,S,""S,муж,неод=(вин,ед|им,ед)"",моча,S / V,""S,ед,жен,неод=им / V,несов,пе=непрош,деепр"", ,,непредметные имена: ментальная сфера,предметные имена: вещества_материалы, , ,,, ,, ,нет,2.0,0.00784313725490196,0.003989806071215544,7.493965900849925,0.0,0.5236585736274719,парадигматический";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"анализ,наука,2,S,""S,муж,неод=(вин,ед|им,ед)"",наука,S,""S,жен,неод=им,ед"", ,,непредметные имена: ментальная сфера,, , ,,, ,, ,нет,2.0,0.00516795865633075,0.003455647219657075,2.8501097110752,0.2,0.7547488212585449,парадигматический";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"анализ,обработка,2,S,""S,муж,неод=(вин,ед|им,ед)"",обработка,S,""S,жен,неод=им,ед"", ,,непредметные имена: ментальная сфера,непредметные имена: отглагольные, , ,,, ,, ,нет,2.0,0.007920792079207921,0.003999922716131424,8.368435018766066,0.3636363636363636,0.7419258952140808,парадигматический";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"анализ,общий,2,S,""S,муж,неод=(вин,ед|им,ед)"",общий,A,""A=(вин,ед,полн,муж,неод|им,ед,полн,муж)"", ,,непредметные имена: ментальная сфера,прилагательные: относительные, , ,,99i3_найти общий язык с кем-л."; 99i2_привести что-л. к общему знаменателю, ,,атрибутивное: определительное,нет,7.0,0.01747815230961298,0.01343117406218752,4.522347702219747,0.0,0.7256246209144592,синтагматический;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"анализ,психо,2,S,""S,муж,неод=(вин,ед|им,ед)"",психо,S / A / ADV,""S,имя,мж,од=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед) / A=ед,кр,сред / ADV,прдк= / ADV= / S,сред,неод=(вин,ед|им,ед) / S,имя,муж,од=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед)"", ,,непредметные имена: ментальная сфера,, , ,,, ,, ,нет,2.0,0.007952286282306162,0.004003969374097776,8.953397519487222,0.0,0.4690203070640564,парадигматический";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"анализ,размышление,2,S,""S,муж,неод=(вин,ед|им,ед)"",размышление,S,""S,сред,неод=(вин,ед|им,ед)"", ,,непредметные имена: ментальная сфера,""непредметные имена: ментальная сфера, непредметные имена: отглагольные"",непредметные имена: ментальная сфера, ,,, ,, ,нет,2.0,0.007827788649706457,0.003987782742232368,7.368435018766066,0.2,0.6643674373626709,парадигматический";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"анализ,результат,2,S,""S,муж,неод=(вин,ед|им,ед)"",результат,S,""S,муж,неод=(вин,ед|им,ед)"", ,,непредметные имена: ментальная сфера,, , ,,, ,, ,нет,8.0,0.01841196777905639,0.01529961903634679,4.42201605897091,0.0,0.6577720046043396,парадигматический";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"анализ,система,2,S,""S,муж,неод=(вин,ед|им,ед)"",система,S,""S,жен,неод=им,ед"", ,,непредметные имена: ментальная сфера,""предметные имена: множества и совокупности объектов, предметные имена: механизмы_приборы, непредметные имена: мереология_часть_квант_множество"", , ,,, ,, ,нет,3.0,0.01075268817204301,0.005898717625038335,5.655716970846537,0.4,0.5810511708259583,парадигматический";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"анализ,стихотворение,2,S,""S,муж,неод=(вин,ед|им,ед)"",стихотворение,S,""S,сред,неод=(вин,ед|им,ед)"", ,,непредметные имена: ментальная сфера,предметные имена: тексты, , ,,, ,, ,нет,3.0,0.01061946902654867,0.005884554322156103,5.493965900849925,0.0,0.3191355466842651,не определена";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"анализ,химический,2,S,""S,муж,неод=(вин,ед|им,ед)"",химический,A,""A=(вин,ед,полн,муж,неод|им,ед,полн,муж)"", ,,непредметные имена: ментальная сфера,""прилагательные: относительные, прилагательные: качественные, прилагательные: физические свойства"", , ,,, ,,атрибутивное: определительное,коллокация,15.0,0.05825242718446602,0.03005809691149779,9.860288115095742,0.0,0.524795651435852,синтагматический / коллокативный";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"анализ,числа,2,S,""S,муж,неод=(вин,ед|им,ед)"",число,S,""S,сред,неод=(вин,мн|род,ед|им,мн)"", ,,непредметные имена: ментальная сфера,""непредметные имена: мереология_часть_квант_множество, непредметные имена: время"", , ,,, ,,атрибутивное,нет,2.0,0.005154639175257732,0.003451600561690723,2.839655353438034,0.0,0.4859912395477295,синтаксический";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"анализ,анализ крови,1,S,""S,муж,неод=(вин,ед|им,ед)"",анализ кровь,S + S / V,""S,муж,неод=(вин,ед|им,ед) + S,жен,неод=(пр,ед|вин,мн|дат,ед|род,ед|им,мн) / V,несов,нп=ед,пов,2-л"", ,,непредметные имена: ментальная сфера,, , ,,, ,, ,нет,1.0,0.003992015968063872,0.002001984687048888,8.953397519487222,0.0,0.4995339512825012,составная";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"анализ,анализ рисков,1,S,""S,муж,неод=(вин,ед|им,ед)"",анализ риск,S + S / A,""S,муж,неод=(вин,ед|им,ед) + S,муж,неод=род,мн / A=ед,кр,муж"", ,,непредметные имена: ментальная сфера,, , ,,, ,, ,нет,1.0,0.004,0.002004008016032064,9.953397519487222,0.0,0.6078546643257141,составная";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"анализ,анализировать,1,S,""S,муж,неод=(вин,ед|им,ед)"",анализировать,V,""V,несов,пе=инф"",эпидигматическая,межкат_синоним,непредметные имена: ментальная сфера,, , ,,""1.10_метод, анализирующий себя как другого."; 1.11_названия анализируются на соответствие различным параметрам.; 1.12_в этом же аспекте е.с.троицкий анализирует и проблемы современного славянского мира.; 1.2_я проанализировал, что произошло; 1.8_они проанализировали проблему с точки зрения жертвы; 1.6_с помощью биочипа было проанализировано 115 образцов; 1.7_днк-продукты были проанализированы на днк-секвенаторе; 1.9_я вот так анализирую - ведь не зря же на него подумалось; 1.1_он анализировал ситуацию; 1.4_мы анализировали первичную структуру днк по методу сангера; 1.3_в своем письме он анализирует систему работы над романом.;" 1.5_можно посмотреть, как анализирует гроссмейстер такого уровня"", ,, ,нет,1.0,0.00390625,0.001979728068233952,6.25295780134613,0.0,0.9530382752418518,эпидигматический";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"анализ,анамнез,1,S,""S,муж,неод=(вин,ед|им,ед)"",анамнез,S,""S,муж,неод=(вин,ед|им,ед)"", ,,непредметные имена: ментальная сфера,, , ,,, ,, ,нет,1.0,0.003992015968063872,0.002001984687048888,8.953397519487222,0.0,0.4686044752597809,не определена";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"анализ,бизнес,1,S,""S,муж,неод=(вин,ед|им,ед)"",бизнес,S,""S,муж,неод=(вин,ед|им,ед)"", ,,непредметные имена: ментальная сфера,, , ,,, ,, ,нет,1.0,0.002400960384153661,0.001330239464634449,1.56969322701317,0.2,0.4947472810745239,не определена";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"анализ,биологический,1,S,""S,муж,неод=(вин,ед|им,ед)"",биологический,A,""A=(вин,ед,полн,муж,неод|им,ед,полн,муж)"", ,,непредметные имена: ментальная сфера,прилагательные: относительные, , ,,, ,,атрибутивное: определительное,нет,1.0,0.003913894324853229,0.001981751397217128,6.368435018766066,0.0,0.5334441661834717,синтагматический";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"анализ,биохимия,1,S,""S,муж,неод=(вин,ед|им,ед)"",биохимия,S,""S,жен,неод=им,ед"", ,,непредметные имена: ментальная сфера,, , ,,, ,, ,нет,1.0,0.004,0.002004008016032064,9.953397519487222,0.1428571428571428,0.3784415125846863,не определена";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"анализ,болезнь,1,S,""S,муж,неод=(вин,ед|им,ед)"",болезнь,S,""S,жен,неод=(вин,ед|им,ед)"", ,,непредметные имена: ментальная сфера,непредметные имена: болезнь, , ,,, ,, ,нет,1.0,0.003344481605351171,0.001805721775680814,3.324040899407612,0.0,0.4355292022228241,не определена";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"анализ,брака,1,S,""S,муж,неод=(вин,ед|им,ед)"",брак,S,""S,муж,неод=род,ед"", ,,непредметные имена: ментальная сфера,предметные имена: множества и совокупности объектов, , ,,2.1_сочетаться законным браком."; 99i4_связать кого-л. браком, ,,атрибутивное,нет,1.0,0.002478314745972739,0.001382846018197026,1.686610978792321,0.1333333333333333,0.3973454833030701,парадигматический;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"анализ,брашура,1,S,""S,муж,неод=(вин,ед|им,ед)"",брашура,S,""S,имя,жен,од=им,ед / S,имя,муж,од=(вин,ед|род,ед)"", ,,непредметные имена: ментальная сфера,, , ,,, ,,атрибутивное,нет,1.0,0.004,0.002004008016032064,9.953397519487222,0.0,0.6169123649597168,синтаксический";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"анализ,бухгалтерия,1,S,""S,муж,неод=(вин,ед|им,ед)"",бухгалтерия,S,""S,жен,неод=им,ед"", ,,непредметные имена: ментальная сфера,""предметные имена: части, непредметные имена: мереология_часть_квант_множество"", , ,,, ,, ,нет,1.0,0.003952569169960474,0.001991868042133008,7.146042597429618,0.2,0.5947107076644897,парадигматический";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"анализ,ввода,1,S,""S,муж,неод=(вин,ед|им,ед)"",ввод,S,""S,муж,неод=род,ед"", ,,непредметные имена: ментальная сфера,""предметные имена: части приспособлений, предметные имена: части, непредметные имена: движение, непредметные имена: отглагольные, непредметные имена: мереология_часть_квант_множество, предметные имена: пространство_место"", , ,,, ,,атрибутивное,нет,1.0,0.003929273084479371,0.00198579805518348,6.63146942459986,0.5,0.6861182451248169,парадигматический";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"анализ,верный,1,S,""S,муж,неод=(вин,ед|им,ед)"",верный,A,""A=(вин,ед,полн,муж,неод|им,ед,полн,муж)"", ,,непредметные имена: ментальная сфера,""прилагательные: качественные, прилагательные: качества человека"", , ,,""attributive construction"; 1.1_верный друг; 1.2_верная ему жена; 1.3_его верный ученик; 1.4_верный богу в малом; 1.5_верная служба; 2.1_верная теория; 2.2_верный для живого языка; 2.3_коммерчески верный; 2.4_верный глаз; 3.1_верная дорога; 3.2_верный способ; 3.3_верная смерть; 4.1_верных полверсты; 2.5_что верно, то верно; 3.4_дело верное; 1.6_верный сын церкви;" 99i9_стоять на верной дороге/на верном пути"", ,,атрибутивное: определительное,нет,1.0,0.002560819462227913,0.001435452571759603,1.813846167088428,0.0,0.5744830369949341,синтагматический";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"анализ,визуальный,1,S,""S,муж,неод=(вин,ед|им,ед)"",визуальный,A,""A=(вин,ед,полн,муж,неод|им,ед,полн,муж)"", ,,непредметные имена: ментальная сфера,прилагательные: относительные, , ,,, ,,атрибутивное: определительное,нет,1.0,0.00398406374501992,0.001999961358065712,8.368435018766066,0.0,0.5663567781448364,синтагматический";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"анализ,влияния,1,S,""S,муж,неод=(вин,ед|им,ед)"",влияние,S,""S,сред,неод=(вин,мн|род,ед|им,мн)"", ,,непредметные имена: ментальная сфера,, , ,,, ,,атрибутивное,нет,1.0,0.003868471953578337,0.001969611423318072,5.78347251804491,0.0,0.7275943160057068,парадигматический";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"анализ,врачи,1,S,""S,муж,неод=(вин,ед|им,ед)"",врач,S,""S,муж,од=им,мн"", ,,непредметные имена: ментальная сфера,предметные имена: лица, , ,,, ,, ,нет,1.0,0.001883239171374765,0.000866897127487141,0.8164064074069927,0.0,0.4033510684967041,не определена";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"анализ,встреч,1,S,""S,муж,неод=(вин,ед|им,ед)"",встреча,S,""S,жен,неод=род,мн"", ,,непредметные имена: ментальная сфера,""непредметные имена: отглагольные, непредметные имена: мероприятие"", , ,,, ,,атрибутивное,нет,1.0,0.002105263157894737,0.001093509973602855,1.136413896231841,0.6666666666666666,0.448023796081543,синтаксический";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"анализ,вывод,1,S,""S,муж,неод=(вин,ед|им,ед)"",вывод,S,""S,муж,неод=(вин,ед|им,ед)"", ,,непредметные имена: ментальная сфера,""предметные имена: части, непредметные имена: отглагольные, непредметные имена: ментальная сфера, непредметные имена: мереология_часть_квант_множество, предметные имена: части приспособлений, предметные имена: инструменты и приспособления"",непредметные имена: ментальная сфера, ,,""2.1_выводы антропологов о внешнем виде скифов.";" 2.2_я пришел к выводу, что война проиграна."", ,, ,нет,1.0,0.003759398496240601,0.001939261488570431,4.909003400128769,0.1428571428571428,0.6635890007019043,парадигматический";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"анализ,высшая математика,1,S,""S,муж,неод=(вин,ед|им,ед)"",высокий математика,A + S,""A=им,ед,полн,прев,жен + S,жен,неод=им,ед / S,муж,од=(вин,ед|род,ед)"", ,,непредметные имена: ментальная сфера,, , ,,, ,, ,нет,1.0,0.004,0.002004008016032064,9.953397519487222,0.0,0.6123099327087402,составная";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"анализ,готов,1,S,""S,муж,неод=(вин,ед|им,ед)"",готовый,A / S,""A=ед,кр,муж / S,муж,од=(вин,мн|род,мн)"", ,,непредметные имена: ментальная сфера,""прилагательные: относительные, прилагательные: отглагольные прилагательные"", , ,,99i2_готов сквозь землю провалиться (от чего-л.)"; 99i4_жить на всем готовом, ,,атрибутивное: определительное,нет,1.0,0.003683241252302026,0.001917004869755495,4.493965900849925,0.0,0.4796337485313416,синтагматический;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"анализ,грязный,1,S,""S,муж,неод=(вин,ед|им,ед)"",грязный,A,""A=(вин,ед,полн,муж,неод|им,ед,полн,муж)"", ,,непредметные имена: ментальная сфера,""прилагательные: качественные, прилагательные: физические свойства, прилагательные: отим_вещества и материалы, прилагательные: относительные"", , ,,, ,,атрибутивное: определительное,нет,1.0,0.0033003300330033,0.001789535143815406,3.211930533086075,0.0,0.3807522356510162,синтагматический";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"анализ,действия,1,S,""S,муж,неод=(вин,ед|им,ед)"",действие,S,""S,сред,неод=(вин,мн|род,ед|им,мн)"", ,,непредметные имена: ментальная сфера,""предметные имена: части, непредметные имена: мереология_часть_квант_множество, предметные имена: тексты, непредметные имена: отглагольные"", , ,,99i3_оскорбить кого-л. действием, ,,атрибутивное,нет,5.0,0.008764241893076249,0.008731179517877196,2.948896127252282,0.5,0.644541323184967,парадигматический";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"анализ,детальный,1,S,""S,муж,неод=(вин,ед|им,ед)"",детальный,A,""A=(вин,ед,полн,муж,неод|им,ед,полн,муж)"", ,,непредметные имена: ментальная сфера,прилагательные: относительные, , ,,, ,,атрибутивное: определительное,нет,1.0,0.003976143141153081,0.001997938029082536,7.953397519487222,0.0,0.7500211000442505,синтагматический";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"анализ,диалес,1,S,""S,муж,неод=(вин,ед|им,ед)"",диалес,S,""S,муж,неод=(вин,ед|им,ед) / S,имя,муж,од=им,ед / S,имя,жен,од=(вин,мн|род,мн)"", ,,непредметные имена: ментальная сфера,, , ,,, ,,атрибутивное,нет,1.0,0.004,0.002004008016032064,9.953397519487222,0.0,0.5862565040588379,синтаксический";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"анализ,дизайна,1,S,""S,муж,неод=(вин,ед|им,ед)"",дизайн,S,""S,муж,неод=род,ед"", ,,непредметные имена: ментальная сфера,, , ,,, ,,атрибутивное,нет,1.0,0.003571428571428571,0.001882608277041503,4.022660181924336,0.2857142857142857,0.5905410647392273,синтаксический";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
